name,provider_id,type,region,state,address,phone,particip_date,certified_beds,hospital_based,ownership_type,termination_code,termination_date
BAILEY CARE HOME 2,55G577,Intermediate Care Facilities for Individuals with Intellectual Disabilities (ICF/IID),(IX) San Francisco,CA,"1659 W 81ST STREET
LOS ANGELES, CA 90047",323 971-3440,2007-08-08,6,No,For Profit,"Vol-Merg, Close",2015-03-11
MCNEALY HOUSE,55G578,Intermediate Care Facilities for Individuals with Intellectual Disabilities (ICF/IID),(IX) San Francisco,CA,"4602 ALLENDE
OCEANSIDE, CA 92057",760 721-1706,2007-07-06,6,No,Non-Profit,,
BETHESDA LUTHERAN COMMUNITIES-WREN 2,55G579,Intermediate Care Facilities for Individuals with Intellectual Disabilities (ICF/IID),(IX) San Francisco,CA,"5440 WEST WREN
VISALIA, CA 93291",559 791-2003,2007-09-19,6,No,For Profit,"Vol-Merg, Close",2020-08-28
BERNADETTE HOUSE,55G580,Intermediate Care Facilities for Individuals with Intellectual Disabilities (ICF/IID),(IX) San Francisco,CA,"7302 EXCELSIOR DRIVE
CORONA, CA 92880",951 808-8698,2007-09-26,6,No,Government,,
SHASTA HOUSE,55G581,Intermediate Care Facilities for Individuals with Intellectual Disabilities (ICF/IID),(IX) San Francisco,CA,"2550 OLD ALTURAS ROAD
REDDING, CA 96003",530 221-8088,2007-10-12,6,No,For Profit,,
JANRAY HOME II,55G582,Intermediate Care Facilities for Individuals with Intellectual Disabilities (ICF/IID),(IX) San Francisco,CA,"15695 HESSE DRIVE
LA MIRADA, CA 90638",714 562-0521,2007-10-11,6,No,Non-Profit,,
HATHAWAY ICF/DD-H,55G583,Intermediate Care Facilities for Individuals with Intellectual Disabilities (ICF/IID),(IX) San Francisco,CA,"19834 HATHAWAY AVENUE
HAYWARD, CA 94541",510 278-8908,2007-11-20,6,No,For Profit,,
MAIN RANCH,55G584,Intermediate Care Facilities for Individuals with Intellectual Disabilities (ICF/IID),(IX) San Francisco,CA,"6526 MAIN AVE
ORANGEVALE, CA 95662",916 988-0157,2007-11-19,6,No,For Profit,"Vol-Merg, Close",2013-03-31
MONARCH HOME,55G585,Intermediate Care Facilities for Individuals with Intellectual Disabilities (ICF/IID),(IX) San Francisco,CA,"877 MUIRFIELD DR
OCEANSIDE, CA 92058",760 231-8139,2007-12-05,8,No,For Profit,,
LAURISTON DRIVE,55G586,Intermediate Care Facilities for Individuals with Intellectual Disabilities (ICF/IID),(IX) San Francisco,CA,"1130 LAURISTON DRIVE
SAN DIEGO, CA 92154",619 429-5960,2007-12-17,6,No,For Profit,,
TOBIAS DRIVE,55G587,Intermediate Care Facilities for Individuals with Intellectual Disabilities (ICF/IID),(IX) San Francisco,CA,"1382 TOBIAS DRIVE
CHULA VISTA, CA 91911",619 409-4968,2007-12-17,6,No,For Profit,,
OUR LADY OF MERCY HOME,55G588,Intermediate Care Facilities for Individuals with Intellectual Disabilities (ICF/IID),(IX) San Francisco,CA,"3409 HILLTONIA DRIVE
WEST COVINA, CA 91792",909 598-8994,2007-12-10,6,No,For Profit,,
CASA DEL MAR,55G589,Intermediate Care Facilities for Individuals with Intellectual Disabilities (ICF/IID),(IX) San Francisco,CA,"4615 CAMEO DR
ORCUTT, CA 93455",805 934-5974,2007-12-21,6,No,For Profit,,
SHEPHERD FAMILY HOME,55G590,Intermediate Care Facilities for Individuals with Intellectual Disabilities (ICF/IID),(IX) San Francisco,CA,"8893 N SIERRA VISTA
FRESNO, CA 93720",559 298-7998,2007-12-10,6,No,For Profit,"Vol-Merg, Close",2011-03-02
CROSSROADS III,55G591,Intermediate Care Facilities for Individuals with Intellectual Disabilities (ICF/IID),(IX) San Francisco,CA,"325 HONEYSUCKLE DRIVE
FAIRFIELD, CA 94533",707 422-4203,2007-12-17,6,No,For Profit,,
ST DENIS HOME,55G592,Intermediate Care Facilities for Individuals with Intellectual Disabilities (ICF/IID),(IX) San Francisco,CA,"2939 SAINT DENIS DRIVE
SAN RAMON, CA 94583",650 678-8142,2008-01-15,6,No,For Profit,,
HAYDEN HOME,55G593,Intermediate Care Facilities for Individuals with Intellectual Disabilities (ICF/IID),(IX) San Francisco,CA,"822 GRANADA DRIVE
VISTA, CA 92083",760 941-8052,2008-02-05,6,No,For Profit,,
MAPLE SPRINGS ICF/DDN HOME,55G594,Intermediate Care Facilities for Individuals with Intellectual Disabilities (ICF/IID),(IX) San Francisco,CA,"23645 MAPLE SPRINGS DR
DIAMOND BAR, CA 91765",909 861-6185,2008-02-12,0,No,For Profit,Invol-Fail Req,2014-03-24
BETHESDA LUTHERAN COMMUNITIES - WREN I,55G595,Intermediate Care Facilities for Individuals with Intellectual Disabilities (ICF/IID),(IX) San Francisco,CA,"5326 WEST WREN AVE
VISALIA, CA 93291",559 741-9419,2008-03-17,6,No,Non-Profit,"Vol-Merg, Close",2020-08-28
SILVER STAR ICF/DD-N,55G596,Intermediate Care Facilities for Individuals with Intellectual Disabilities (ICF/IID),(IX) San Francisco,CA,"2928 SILVER ESTATES
SAN JOSE, CA 95135",408 270-7042,2008-05-20,6,No,Government,,
LONIKA HOME DORIA,55G597,Intermediate Care Facilities for Individuals with Intellectual Disabilities (ICF/IID),(IX) San Francisco,CA,"24652 DORIA AVENUE
MISSION VIEJO, CA 92691",949 283-5695,2008-06-18,6,No,For Profit,,
BIXBY KNOLL PLACE III,55G598,Intermediate Care Facilities for Individuals with Intellectual Disabilities (ICF/IID),(IX) San Francisco,CA,"16532 S HOOVER STREET
GARDENA, CA 90247",310 808-0883,2008-07-02,6,No,Government,Vol-Other,2015-03-31
MATHARU ASSISTED LIVING #4,55G599,Intermediate Care Facilities for Individuals with Intellectual Disabilities (ICF/IID),(IX) San Francisco,CA,"15330 EASTWOOD AVE
LAWNDALE, CA 90260",310 328-8482,2008-05-23,6,No,For Profit,"Vol-Merg, Close",2019-03-26
LONIKA HOME MINOS,55G600,Intermediate Care Facilities for Individuals with Intellectual Disabilities (ICF/IID),(IX) San Francisco,CA,"25622 MINOS DRIVE
MISSION VIEJO, CA 92691",949 283-5695,2008-07-03,6,No,Non-Profit,,
OPEN ARMS ICF/DD-N,55G601,Intermediate Care Facilities for Individuals with Intellectual Disabilities (ICF/IID),(IX) San Francisco,CA,"325 WEST REGENT STREET
INGLEWOOD, CA 90301",310 671-6771,2008-06-30,6,No,For Profit,,
EMILY ANNE CENTER INC,55G603,Intermediate Care Facilities for Individuals with Intellectual Disabilities (ICF/IID),(IX) San Francisco,CA,"8679 CANTERBURY AVENUE
PANORAMA CITY, CA 91402",818 781-7244,2008-07-10,6,No,For Profit,,
CIRCLE OF CARE ICF/DD-N,55G604,Intermediate Care Facilities for Individuals with Intellectual Disabilities (ICF/IID),(IX) San Francisco,CA,"2130 TURNHOUSE LANE
SAN JOSE, CA 95121",408 532-0857,2008-08-15,6,No,For Profit,,
FAIRWAY COURT,55G605,Intermediate Care Facilities for Individuals with Intellectual Disabilities (ICF/IID),(IX) San Francisco,CA,"833 FAIRWAY COURT
CHULA VISTA, CA 91911",619 691-0479,2008-08-13,6,No,For Profit,,
AU HOMES/VAN BUREN,55G606,Intermediate Care Facilities for Individuals with Intellectual Disabilities (ICF/IID),(IX) San Francisco,CA,"7036 VAN BUREN CIRCLE
BUENA PARK, CA 90620",714 828-4809,2008-08-11,6,No,Government,,
QUINTANA HOME,55G607,Intermediate Care Facilities for Individuals with Intellectual Disabilities (ICF/IID),(IX) San Francisco,CA,"24522 QUINTANA DRIVE
MISSION VIEJO, CA 92691",949 916-9634,2008-08-15,6,No,Government,,
STEELE'S QUALITY LIVING - VASSAR,55G608,Intermediate Care Facilities for Individuals with Intellectual Disabilities (ICF/IID),(IX) San Francisco,CA,"1120 WEST VASSAR
VISALIA, CA 93277",559 739-1817,2008-09-17,6,No,For Profit,,
SHIRLEY'S ICF/DD-N #5,55G609,Intermediate Care Facilities for Individuals with Intellectual Disabilities (ICF/IID),(IX) San Francisco,CA,"1182 DUVALL COURT
STOCKTON, CA 95210",209 952-6027,2008-09-24,6,No,For Profit,,
HAPPY RANCH PROGRAM,55G610,Intermediate Care Facilities for Individuals with Intellectual Disabilities (ICF/IID),(IX) San Francisco,CA,"40145 BEST RANCH ROAD
WOODLAND, CA 95695",530 661-9030,2008-09-24,6,No,For Profit,,
OCALA COURT,55G611,Intermediate Care Facilities for Individuals with Intellectual Disabilities (ICF/IID),(IX) San Francisco,CA,"1412 OCALA COURT
CHULA VISTA, CA 91911",619 421-5132,2008-09-16,6,No,For Profit,,
BUEN TIEMPO DRIVE,55G612,Intermediate Care Facilities for Individuals with Intellectual Disabilities (ICF/IID),(IX) San Francisco,CA,"846 BUEN TIEMPO DRIVE
CHULA VISTA, CA 91910",619 267-8400,2008-09-25,6,No,For Profit,,
BIXBY KNOLL PLACE II,55G613,Intermediate Care Facilities for Individuals with Intellectual Disabilities (ICF/IID),(IX) San Francisco,CA,"522 E 157TH STREET
GARDENA, CA 90248",310 715-1095,2008-07-28,6,No,Government,,
GLENOAKS HOME,55G614,Intermediate Care Facilities for Individuals with Intellectual Disabilities (ICF/IID),(IX) San Francisco,CA,"2420 W GLENOAKS AVENUE
ANAHEIM, CA 92801",714 229-4964,2008-10-14,6,No,For Profit,,
HARVEST MOON ICF/DDN,55G615,Intermediate Care Facilities for Individuals with Intellectual Disabilities (ICF/IID),(IX) San Francisco,CA,"1017 EAST HARVEST MOON ST
WEST COVINA, CA 91792",925 634-8786,2008-10-20,6,No,For Profit,,
GREENFIELDS IV ICF-DDN,55G616,Intermediate Care Facilities for Individuals with Intellectual Disabilities (ICF/IID),(IX) San Francisco,CA,"101 HAWKESBURY WAY
VALLEJO, CA 94591",707 552-1756,2008-11-21,6,No,Government,,
MONTICELLO HOME,55G617,Intermediate Care Facilities for Individuals with Intellectual Disabilities (ICF/IID),(IX) San Francisco,CA,"5581 MONTICELLO AVENUE
BUENA PARK, CA 90621",714 670-1139,2008-11-23,6,No,Non-Profit,,
STAR ICF/DD-N WAKEFIELD HOME,55G618,Intermediate Care Facilities for Individuals with Intellectual Disabilities (ICF/IID),(IX) San Francisco,CA,"1305 COURSON DRIVE
ANAHEIM, CA 92804",562 400-1503,2008-12-09,6,No,For Profit,,
"LARK SPRING TERRACE, INC",55G619,Intermediate Care Facilities for Individuals with Intellectual Disabilities (ICF/IID),(IX) San Francisco,CA,"22504 LARK SPRING TERRACE
DIAMOND BAR, CA 91765",909 860-2622,2008-11-24,6,No,Government,,
BARMAN HOUSE,55G620,Intermediate Care Facilities for Individuals with Intellectual Disabilities (ICF/IID),(IX) San Francisco,CA,"10918 BARMAN AVENUE
CULVER CITY, CA 90232",310 845-8054,2009-01-28,6,No,Non-Profit,,
TEMPLE GARDEN HOMES #6,55G621,Intermediate Care Facilities for Individuals with Intellectual Disabilities (ICF/IID),(IX) San Francisco,CA,"4675 YORK BLVD
LOS ANGELES, CA 90041",626 453-3898,2008-03-31,0,No,Government,Invol-Agreement,2011-09-30
HARPS COURT,55G622,Intermediate Care Facilities for Individuals with Intellectual Disabilities (ICF/IID),(IX) San Francisco,CA,"5979 HARPS COURT
SAN DIEGO, CA 92114",619 267-8400,2009-02-24,6,No,For Profit,,
SULA WAY,55G623,Intermediate Care Facilities for Individuals with Intellectual Disabilities (ICF/IID),(IX) San Francisco,CA,"2757 SULA WAY
SAN DIEGO, CA 92139",619 267-8400,2009-02-17,6,No,For Profit,,
MINOA WAY,55G624,Intermediate Care Facilities for Individuals with Intellectual Disabilities (ICF/IID),(IX) San Francisco,CA,"3080 MINOA WAY
SAN DIEGO, CA 92139",619 267-8400,2009-03-12,6,No,For Profit,,
ST PHILOMENA CARE HOMES - I,55G625,Intermediate Care Facilities for Individuals with Intellectual Disabilities (ICF/IID),(IX) San Francisco,CA,"340 CALLE CABALLEROS
WALNUT, CA 91789",909 595-9879,2009-03-05,6,No,For Profit,,
SHOREVIEW ICF-DDH,55G626,Intermediate Care Facilities for Individuals with Intellectual Disabilities (ICF/IID),(IX) San Francisco,CA,"2012 SHOREVIEW AVENUE
SAN MATEO, CA 94401",650 303-6813,2009-04-10,6,No,For Profit,,
MARION ASHLEY HOUSE,55G627,Intermediate Care Facilities for Individuals with Intellectual Disabilities (ICF/IID),(IX) San Francisco,CA,"16620 VIA VISTA
DESERT HOT SPRINGS, CA 92240",760 329-0217,2009-04-22,5,No,For Profit,,
ALMADEN HOME ICF/DD-N,55G628,Intermediate Care Facilities for Individuals with Intellectual Disabilities (ICF/IID),(IX) San Francisco,CA,"225 ALMADEN WAY
SAN MATEO, CA 94403",650 574-2336,2009-05-31,6,No,For Profit,,
ST PHILOMENA CARE HOMES - II,55G629,Intermediate Care Facilities for Individuals with Intellectual Disabilities (ICF/IID),(IX) San Francisco,CA,"19628 AVENIDA DEL CAMPO
WALNUT, CA 91789",909 468-1012,2009-05-08,6,No,Government,,
IN GOOD HANDS HOME ICF/DD-H,55G630,Intermediate Care Facilities for Individuals with Intellectual Disabilities (ICF/IID),(IX) San Francisco,CA,"380 BIXBY DRIVE
MILPITAS, CA 95035",408 263-1343,2009-07-02,6,No,Government,,
SAINT CLARE HOME,55G631,Intermediate Care Facilities for Individuals with Intellectual Disabilities (ICF/IID),(IX) San Francisco,CA,"5294 E HEATON
FRESNO, CA 93727",559 999-2030,2009-07-22,6,No,For Profit,,
WALBROOK HOUSE,55G632,Intermediate Care Facilities for Individuals with Intellectual Disabilities (ICF/IID),(IX) San Francisco,CA,"15122 WALBROOK DRIVE
HACIENDA HEIGHTS, CA 91745",626 333-2768,2009-06-24,6,No,Government,,
"DUKE FACILITIES, INC #4",55G633,Intermediate Care Facilities for Individuals with Intellectual Disabilities (ICF/IID),(IX) San Francisco,CA,"6142 GREENFIELD LANE
STOCKTON, CA 95207",209 952-8679,2009-08-10,6,No,Government,,
SCOVILLE VILLA,55G634,Intermediate Care Facilities for Individuals with Intellectual Disabilities (ICF/IID),(IX) San Francisco,CA,"1244 SCOVILLE AVENUE
POMONA, CA 91767",909 624-9107,2009-10-13,6,No,Government,,
ALLEN-FLORER FAMILY HOME-OAK HAVEN,55G635,Intermediate Care Facilities for Individuals with Intellectual Disabilities (ICF/IID),(IX) San Francisco,CA,"2019 E OAK HAVEN DRIVE
FRESNO, CA 93730",559 905-6583,2009-10-30,6,No,Government,,
PURE JOY #2,55G636,Intermediate Care Facilities for Individuals with Intellectual Disabilities (ICF/IID),(IX) San Francisco,CA,"14944 E LINDHALL WAY
WHITTIER, CA 90604",562 946-4784,2009-08-31,6,No,For Profit,,
GRACE COTTAGE,55G637,Intermediate Care Facilities for Individuals with Intellectual Disabilities (ICF/IID),(IX) San Francisco,CA,"1616 SECOND STREET
LIVINGSTON, CA 95334",209 394-7696,2009-12-02,6,No,Non-Profit,"Vol-Merg, Close",2011-02-24
CONNIE MAE DIVISION,55G638,Intermediate Care Facilities for Individuals with Intellectual Disabilities (ICF/IID),(IX) San Francisco,CA,"1890 W ARROW ROUTE
UPLAND, CA 91786",909 982-1755,2009-12-02,6,No,For Profit,,
MARK LANE ONE,55G639,Intermediate Care Facilities for Individuals with Intellectual Disabilities (ICF/IID),(IX) San Francisco,CA,"2520 MARK LANE
COSTA MESA, CA 92626",714 537-3252,2010-04-26,6,No,For Profit,Vol-Other,2021-07-01
THE CARING BUNCH,55G640,Intermediate Care Facilities for Individuals with Intellectual Disabilities (ICF/IID),(IX) San Francisco,CA,"16438 BLACKHAWK STREET
GRANADA HILLS, CA 91344",818 360-8046,2010-04-12,6,No,For Profit,,
SHINRAI-WHITE,55G641,Intermediate Care Facilities for Individuals with Intellectual Disabilities (ICF/IID),(IX) San Francisco,CA,"187 NORTH WHITE ROAD
SAN JOSE, CA 95127",408 729-0121,2010-04-26,6,No,For Profit,,
PACIFIC HOME ICF/DD-N,55G642,Intermediate Care Facilities for Individuals with Intellectual Disabilities (ICF/IID),(IX) San Francisco,CA,"3617 PACIFIC BOULEVARD
SAN MATEO, CA 94403",650 578-8494,2010-06-08,6,No,For Profit,,
ELM RANCH 1,55G643,Intermediate Care Facilities for Individuals with Intellectual Disabilities (ICF/IID),(IX) San Francisco,CA,"9048 ELM AVENUE
ORANGEVALE, CA 95662",916 987-2954,2010-06-17,6,No,For Profit,"Vol-Merg, Close",2013-03-31
COVINGTON HOUSE ICF/DDN,55G644,Intermediate Care Facilities for Individuals with Intellectual Disabilities (ICF/IID),(IX) San Francisco,CA,"3042 CLEVELAND PLACE
ANTIOCH, CA 94509",925 267-4335,2010-07-15,6,No,Government,,
PROVIDENT HEALTH CARE,55G645,Intermediate Care Facilities for Individuals with Intellectual Disabilities (ICF/IID),(IX) San Francisco,CA,"1238 CATALINA DR
MERCED, CA 95348",209 723-4888,2010-07-28,6,No,For Profit,,
SARGENT CARE HOME,55G646,Intermediate Care Facilities for Individuals with Intellectual Disabilities (ICF/IID),(IX) San Francisco,CA,"3261 WEST SARGENT ROAD
LODI, CA 95242",209 369-7010,2010-07-12,6,No,For Profit,,
ELDA HOME,55G647,Intermediate Care Facilities for Individuals with Intellectual Disabilities (ICF/IID),(IX) San Francisco,CA,"3312 ELDA STREET
DUARTE, CA 91010",323 869-8547,2010-12-30,6,No,For Profit,Vol-Other,2011-08-10
DE BOER HOME #2,55G648,Intermediate Care Facilities for Individuals with Intellectual Disabilities (ICF/IID),(IX) San Francisco,CA,"2211 WEST ORANGE AVENUE
PORTERVILLE, CA 93257",559 791-9481,2010-08-23,6,No,Non-Profit,"Vol-Merg, Close",2018-05-08
FAIRBANKS HOUSE,55G649,Intermediate Care Facilities for Individuals with Intellectual Disabilities (ICF/IID),(IX) San Francisco,CA,"11124 FAIRBANKS WAY
CULVER CITY, CA 90230",310 915-6606,2010-09-08,6,No,For Profit,,
CHENEY HOME ICF-DD/N,55G650,Intermediate Care Facilities for Individuals with Intellectual Disabilities (ICF/IID),(IX) San Francisco,CA,"1644 CHENEY LANE
HAYWARD, CA 94545",510 861-2635,2010-12-03,6,No,For Profit,,
CRESTWOOD HOME ICF/DD-N,55G651,Intermediate Care Facilities for Individuals with Intellectual Disabilities (ICF/IID),(IX) San Francisco,CA,"9581 W CRESTWOOD LANE
ANAHEIM, CA 92804",714 995-2430,2010-09-27,6,No,For Profit,,
PEPPERMINT RIDGE - DUDLEY HOME,55G652,Intermediate Care Facilities for Individuals with Intellectual Disabilities (ICF/IID),(IX) San Francisco,CA,"4289 SHOALCREEK DRIVE
CORONA, CA 92883",951 273-7331,2010-11-29,6,No,Non-Profit,,
THE OLIVE TREE,55G653,Intermediate Care Facilities for Individuals with Intellectual Disabilities (ICF/IID),(IX) San Francisco,CA,"7834 VANALDEN AVENUE
RESEDA, CA 91335",818 886-3172,2010-12-06,6,No,For Profit,,
"MINUET HOMES, INC",55G654,Intermediate Care Facilities for Individuals with Intellectual Disabilities (ICF/IID),(IX) San Francisco,CA,"8566 MINUET PLACE
PANORAMA CITY, CA 91402",818 389-5776,2011-01-19,6,No,For Profit,,
COLUMBINE HOUSE,55G655,Intermediate Care Facilities for Individuals with Intellectual Disabilities (ICF/IID),(IX) San Francisco,CA,"9420 COLUMBINE AVENUE
MONTCLAIR, CA 91763",909 984-6002,2010-11-18,6,No,For Profit,,
TULLIA PLACE ICF/DD-N,55G656,Intermediate Care Facilities for Individuals with Intellectual Disabilities (ICF/IID),(IX) San Francisco,CA,"8533 TULLIA PLACE
ANTELOPE, CA 95843",916 548-1397,2011-02-24,6,No,For Profit,,
"SANTA LUCIA II ICF/DD-H, INCORPORATED",55G657,Intermediate Care Facilities for Individuals with Intellectual Disabilities (ICF/IID),(IX) San Francisco,CA,"722 LASSEN ST
VALLEJO, CA 94591",707 563-5303,2011-02-23,6,No,For Profit,,
CRESCENT HOME,55G658,Intermediate Care Facilities for Individuals with Intellectual Disabilities (ICF/IID),(IX) San Francisco,CA,"2423 W CRESCENT AVE
ANAHEIM, CA 92801",714 739-4371,2011-03-07,6,No,Non-Profit,,
CASA PICO,55G659,Intermediate Care Facilities for Individuals with Intellectual Disabilities (ICF/IID),(IX) San Francisco,CA,"2036 W FREMONT
FRESNO, CA 93711",559 439-1877,2011-06-08,6,No,For Profit,Invol-Fail Req,2012-06-30
GROVE HOUSE,55G660,Intermediate Care Facilities for Individuals with Intellectual Disabilities (ICF/IID),(IX) San Francisco,CA,"1760 BUCHANAN DRIVE
POMONA, CA 91767",909 629-1829,2011-05-12,6,No,For Profit,,
SUNSHINE ICF DDN,55G661,Intermediate Care Facilities for Individuals with Intellectual Disabilities (ICF/IID),(IX) San Francisco,CA,"1701 WEST ELM STREET
LODI, CA 95242",209 598-1436,2011-07-28,6,No,For Profit,,
AMERICAN STAR HOME V,55G662,Intermediate Care Facilities for Individuals with Intellectual Disabilities (ICF/IID),(IX) San Francisco,CA,"1627 SHOREVIEW AVENUE
SAN MATEO, CA 94401",650 579-6588,2011-08-11,6,No,Government,,
MESA HOUSE,55G663,Intermediate Care Facilities for Individuals with Intellectual Disabilities (ICF/IID),(IX) San Francisco,CA,"6327 LA MESA STREET
CORONA, CA 92880",951 808-8698,2011-07-27,6,No,Government,,
DAVID'S HOUSE,55G664,Intermediate Care Facilities for Individuals with Intellectual Disabilities (ICF/IID),(IX) San Francisco,CA,"3 CEDAR RIDGE
IRVINE, CA 92603",949 725-9009,2011-08-30,6,No,For Profit,,
MICHALOWSKI HOME,55G665,Intermediate Care Facilities for Individuals with Intellectual Disabilities (ICF/IID),(IX) San Francisco,CA,"6205 ALVERTON DR
CARLSBAD, CA 92009",760 721-1706,2011-07-29,5,No,Non-Profit,,
GATEWAY CENTER ICF 1,55G666,Intermediate Care Facilities for Individuals with Intellectual Disabilities (ICF/IID),(IX) San Francisco,CA,"854 CONGRESS AVENUE
PACIFIC GROVE, CA 93950",831 372-8002,2011-09-28,15,No,Non-Profit,,
JACKIE LEE AND JIM HOUSTON HOUSE,55G667,Intermediate Care Facilities for Individuals with Intellectual Disabilities (ICF/IID),(IX) San Francisco,CA,"66-415 BUENA VISTA DRIVE
DESERT HOT SPRINGS, CA 92240",760 251-6233,2011-04-07,6,No,Non-Profit,,
TLC - SHOUP HOUSE,55G668,Intermediate Care Facilities for Individuals with Intellectual Disabilities (ICF/IID),(IX) San Francisco,CA,"7355 SHOUP AVENUE
WEST HILLS, CA 91307",818 708-1740,2011-09-21,6,No,Non-Profit,,
